test	gender_pair	source	target	baseline	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q
EH2_091	SM1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	3:MOS	4:MOS	2:MOS	3:MOS	1:MOS	4:MOS	3:MOS	2:MOS	2:MOS	4:MOS	3:MOS	2:MOS	2:MOS
EH2_019	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	3:MOS	1:MOS	2:MOS	4:MOS	4:MOS	3:MOS	3:MOS	1:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS
EH2_052	SM1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	2:MOS	1:MOS	3:MOS	2:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS	3:MOS
EH2_097	SM1_TM1	5:MOS	4:MOS	2:MOS	3:MOS	3:MOS	2:MOS	2:MOS	3:MOS	4:MOS	4:MOS	3:MOS	2:MOS	3:MOS	3:MOS	4:MOS	3:MOS	3:MOS	4:MOS	3:MOS	3:MOS
EH2_051	SM1_TM1	5:MOS	3:MOS	1:MOS	3:MOS	4:MOS	1:MOS	3:MOS	3:MOS	3:MOS	4:MOS	3:MOS	1:MOS	2:MOS	4:MOS	2:MOS	1:MOS	3:MOS	3:MOS	3:MOS	3:MOS
EH2_002	SM1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	4:MOS	4:MOS	1:MOS	4:MOS	5:MOS	4:MOS	2:MOS	4:MOS	4:MOS	3:MOS	3:MOS
EH2_004	SM1_TM1	4:MOS	5:MOS	1:MOS	2:MOS	4:MOS	2:MOS	3:MOS	2:MOS	4:MOS	2:MOS	3:MOS	1:MOS	3:MOS	4:MOS	5:MOS	3:MOS	4:MOS	2:MOS	3:MOS	3:MOS
EH2_100	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	3:MOS	1:MOS	2:MOS	2:MOS	2:MOS	3:MOS	4:MOS	1:MOS	4:MOS	4:MOS	4:MOS	1:MOS	5:MOS	4:MOS	5:MOS	2:MOS
EH2_082	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	4:MOS	1:MOS	2:MOS	3:MOS	3:MOS	3:MOS	5:MOS	1:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	3:MOS
EH2_006	SM1_TM1	5:MOS	4:MOS	2:MOS	3:MOS	3:MOS	2:MOS	1:MOS	3:MOS	2:MOS	2:MOS	4:MOS	2:MOS	3:MOS	4:MOS	3:MOS	3:MOS	3:MOS	4:MOS	3:MOS	2:MOS
EH2_042	SM1_TM1	4:MOS	5:MOS	1:MOS	3:MOS	4:MOS	1:MOS	3:MOS	2:MOS	3:MOS	3:MOS	3:MOS	1:MOS	3:MOS	3:MOS	4:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS
EH2_017	SM1_TM1	5:MOS	5:MOS	1:MOS	5:MOS	4:MOS	1:MOS	1:MOS	3:MOS	4:MOS	2:MOS	4:MOS	1:MOS	3:MOS	5:MOS	4:MOS	3:MOS	5:MOS	4:MOS	4:MOS	2:MOS
EH2_014	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	2:MOS	1:MOS	1:MOS	2:MOS	3:MOS	1:MOS	2:MOS	1:MOS	4:MOS	5:MOS	4:MOS	3:MOS	5:MOS	3:MOS	4:MOS	3:MOS
EH2_049	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	2:MOS	1:MOS	2:MOS	3:MOS	2:MOS	3:MOS	2:MOS	1:MOS	3:MOS	4:MOS	3:MOS	2:MOS	3:MOS	3:MOS	4:MOS	2:MOS
EH2_007	SM1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	4:MOS	3:MOS	2:MOS	1:MOS	3:MOS	4:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	3:MOS
EH2_068	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	4:MOS	1:MOS	2:MOS	3:MOS	4:MOS	4:MOS	4:MOS	1:MOS	4:MOS	4:MOS	3:MOS	2:MOS	2:MOS	4:MOS	3:MOS	4:MOS
EH2_089	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	4:MOS	1:MOS	2:MOS	3:MOS	4:MOS	2:MOS	4:MOS	1:MOS	4:MOS	3:MOS	4:MOS	1:MOS	4:MOS	4:MOS	4:MOS	4:MOS
EH2_005	SM1_TM1	5:MOS	5:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS	3:MOS	1:MOS	4:MOS	1:MOS	3:MOS	5:MOS	4:MOS	1:MOS	4:MOS	4:MOS	3:MOS	4:MOS
EH2_098	SM1_TM1	5:MOS	4:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	3:MOS	1:MOS	3:MOS	2:MOS	1:MOS	1:MOS	3:MOS	3:MOS	2:MOS	1:MOS
EH2_065	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	1:MOS	2:MOS	4:MOS	2:MOS	3:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS
EH2_061	SM1_TM1	4:MOS	4:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	3:MOS	1:MOS	3:MOS	1:MOS	2:MOS	3:MOS	2:MOS	2:MOS	3:MOS	2:MOS	1:MOS	1:MOS
EH2_045	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	4:MOS	1:MOS	2:MOS	4:MOS	4:MOS	3:MOS	4:MOS	1:MOS	3:MOS	4:MOS	4:MOS	2:MOS	5:MOS	4:MOS	4:MOS	2:MOS
EH2_033	SM1_TM1	5:MOS	4:MOS	1:MOS	4:MOS	4:MOS	1:MOS	4:MOS	3:MOS	2:MOS	4:MOS	5:MOS	1:MOS	4:MOS	5:MOS	4:MOS	3:MOS	4:MOS	2:MOS	4:MOS	5:MOS
EH2_011	SM1_TM1	5:MOS	4:MOS	2:MOS	4:MOS	3:MOS	2:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	1:MOS	4:MOS	4:MOS	4:MOS	2:MOS	4:MOS	4:MOS	4:MOS	3:MOS
EH2_013	SM1_TM1	5:MOS	4:MOS	1:MOS	4:MOS	3:MOS	1:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS
EH2_087	SM1_TM1	5:MOS	4:MOS	2:MOS	4:MOS	3:MOS	1:MOS	2:MOS	4:MOS	3:MOS	3:MOS	3:MOS	1:MOS	4:MOS	4:MOS	2:MOS	2:MOS	5:MOS	4:MOS	3:MOS	4:MOS
EH2_080	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	4:MOS	2:MOS	3:MOS	1:MOS	3:MOS	4:MOS	3:MOS	2:MOS	2:MOS	2:MOS	3:MOS	1:MOS
EH2_050	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	4:MOS	1:MOS	2:MOS	2:MOS	2:MOS	3:MOS	3:MOS	1:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS	2:MOS
EH2_029	SM1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	1:MOS	1:MOS	2:MOS	4:MOS	2:MOS	4:MOS	1:MOS	4:MOS	4:MOS	4:MOS	4:MOS	5:MOS	4:MOS	3:MOS	3:MOS
EH2_031	SM1_TM1	4:MOS	4:MOS	1:MOS	4:MOS	2:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS	3:MOS	2:MOS	2:MOS	5:MOS	3:MOS	3:MOS	4:MOS	3:MOS	2:MOS	2:MOS
EH2_026	SM1_TM1	4:MOS	4:MOS	2:MOS	3:MOS	3:MOS	1:MOS	2:MOS	2:MOS	3:MOS	4:MOS	3:MOS	1:MOS	4:MOS	4:MOS	3:MOS	1:MOS	4:MOS	4:MOS	2:MOS	3:MOS
EH2_086	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	3:MOS	1:MOS	1:MOS	1:MOS	2:MOS	3:MOS	2:MOS	1:MOS	4:MOS	4:MOS	4:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS
EH2_037	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	3:MOS	2:MOS	3:MOS	4:MOS	3:MOS	3:MOS	4:MOS	2:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	3:MOS	3:MOS	2:MOS
EH2_053	SM1_TM1	5:MOS	5:MOS	2:MOS	5:MOS	2:MOS	1:MOS	2:MOS	1:MOS	5:MOS	4:MOS	1:MOS	1:MOS	4:MOS	5:MOS	5:MOS	3:MOS	5:MOS	5:MOS	4:MOS	3:MOS
EH2_075	SM1_TM1	5:MOS	4:MOS	3:MOS	4:MOS	3:MOS	1:MOS	3:MOS	3:MOS	3:MOS	4:MOS	2:MOS	1:MOS	4:MOS	5:MOS	3:MOS	3:MOS	3:MOS	3:MOS	3:MOS	4:MOS
EH2_048	SM1_TM1	5:MOS	5:MOS	3:MOS	2:MOS	4:MOS	1:MOS	1:MOS	1:MOS	1:MOS	3:MOS	2:MOS	1:MOS	3:MOS	3:MOS	3:MOS	1:MOS	3:MOS	2:MOS	3:MOS	3:MOS
EH2_021	SM1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	2:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS	4:MOS	1:MOS	3:MOS	3:MOS	4:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS
EH2_058	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	1:MOS	1:MOS	1:MOS	2:MOS	3:MOS	2:MOS	2:MOS	1:MOS	3:MOS	2:MOS	4:MOS	2:MOS	3:MOS	2:MOS	4:MOS	3:MOS
EH2_001	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	2:MOS	1:MOS	2:MOS	2:MOS	3:MOS	3:MOS	4:MOS	1:MOS	3:MOS	5:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	2:MOS
EH2_063	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	3:MOS	4:MOS	3:MOS	3:MOS	3:MOS	1:MOS	3:MOS	2:MOS	4:MOS	2:MOS	4:MOS	3:MOS	4:MOS	4:MOS
EH2_038	SM1_TM1	5:MOS	5:MOS	2:MOS	5:MOS	4:MOS	1:MOS	2:MOS	3:MOS	4:MOS	2:MOS	5:MOS	1:MOS	5:MOS	4:MOS	5:MOS	2:MOS	5:MOS	5:MOS	4:MOS	3:MOS
EH2_036	SM1_TM1	5:MOS	4:MOS	1:MOS	3:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	3:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS	3:MOS	2:MOS	2:MOS	2:MOS
EH2_030	SM1_TM1	5:MOS	5:MOS	2:MOS	5:MOS	4:MOS	3:MOS	4:MOS	4:MOS	5:MOS	4:MOS	3:MOS	2:MOS	5:MOS	5:MOS	4:MOS	4:MOS	5:MOS	5:MOS	5:MOS	5:MOS
EH2_071	SM1_TM1	4:MOS	4:MOS	2:MOS	3:MOS	1:MOS	1:MOS	2:MOS	2:MOS	3:MOS	3:MOS	3:MOS	1:MOS	3:MOS	3:MOS	3:MOS	2:MOS	3:MOS	4:MOS	2:MOS	2:MOS
EH2_027	SM1_TM1	5:MOS	4:MOS	2:MOS	3:MOS	3:MOS	1:MOS	4:MOS	3:MOS	3:MOS	3:MOS	5:MOS	1:MOS	4:MOS	4:MOS	3:MOS	3:MOS	5:MOS	4:MOS	3:MOS	2:MOS
EH2_054	SM1_TM1	5:MOS	3:MOS	2:MOS	4:MOS	2:MOS	1:MOS	3:MOS	3:MOS	5:MOS	3:MOS	3:MOS	2:MOS	4:MOS	2:MOS	4:MOS	2:MOS	3:MOS	2:MOS	3:MOS	2:MOS
EH2_047	SM1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	2:MOS	1:MOS	1:MOS	4:MOS	4:MOS	3:MOS	4:MOS	1:MOS	3:MOS	4:MOS	4:MOS	1:MOS	4:MOS	4:MOS	4:MOS	4:MOS
EH2_003	SM1_TM1	5:MOS	4:MOS	1:MOS	3:MOS	2:MOS	1:MOS	3:MOS	4:MOS	2:MOS	3:MOS	2:MOS	2:MOS	3:MOS	4:MOS	2:MOS	1:MOS	4:MOS	2:MOS	3:MOS	4:MOS
EH2_022	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	2:MOS	2:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	1:MOS	3:MOS	4:MOS	4:MOS	2:MOS	3:MOS	4:MOS	4:MOS	3:MOS
EH2_028	SM1_TM1	5:MOS	5:MOS	2:MOS	5:MOS	4:MOS	3:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	2:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	3:MOS	3:MOS	3:MOS
EH2_056	SM1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	1:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS	5:MOS	4:MOS	4:MOS	4:MOS
EH2_035	SM1_TM1	3:MOS	4:MOS	2:MOS	3:MOS	2:MOS	1:MOS	2:MOS	1:MOS	2:MOS	1:MOS	3:MOS	1:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	1:MOS	3:MOS	2:MOS
EH2_072	SM1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	3:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS	4:MOS	1:MOS	2:MOS	4:MOS	5:MOS	2:MOS	4:MOS	4:MOS	3:MOS	4:MOS
EH2_040	SM1_TM1	5:MOS	5:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	2:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS
EH2_039	SM1_TM1	5:MOS	5:MOS	4:MOS	3:MOS	2:MOS	1:MOS	2:MOS	2:MOS	4:MOS	3:MOS	3:MOS	1:MOS	4:MOS	5:MOS	3:MOS	1:MOS	4:MOS	4:MOS	4:MOS	4:MOS
EH2_059	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	1:MOS	1:MOS	5:MOS	1:MOS	3:MOS	2:MOS	3:MOS	1:MOS	3:MOS	4:MOS	5:MOS	4:MOS	5:MOS	4:MOS	3:MOS	3:MOS
EH2_012	SM1_TM1	4:MOS	5:MOS	1:MOS	1:MOS	3:MOS	1:MOS	2:MOS	1:MOS	2:MOS	4:MOS	4:MOS	2:MOS	2:MOS	4:MOS	3:MOS	2:MOS	3:MOS	2:MOS	2:MOS	1:MOS
EH2_024	SM1_TM1	4:MOS	5:MOS	1:MOS	4:MOS	4:MOS	1:MOS	2:MOS	4:MOS	3:MOS	2:MOS	3:MOS	2:MOS	3:MOS	3:MOS	3:MOS	2:MOS	4:MOS	5:MOS	3:MOS	4:MOS
EH2_095	SM1_TM1	5:MOS	4:MOS	1:MOS	3:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	4:MOS	2:MOS	1:MOS	3:MOS	2:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	1:MOS
EH2_023	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	4:MOS	2:MOS	2:MOS	2:MOS	4:MOS	3:MOS	4:MOS	1:MOS	3:MOS	4:MOS	3:MOS	2:MOS	5:MOS	3:MOS	2:MOS	4:MOS
EH2_069	SM1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	2:MOS	4:MOS	2:MOS	3:MOS	1:MOS	3:MOS	3:MOS	3:MOS	1:MOS	4:MOS	3:MOS	3:MOS	2:MOS
EH2_083	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	4:MOS	1:MOS	2:MOS	2:MOS	2:MOS	3:MOS	5:MOS	1:MOS	4:MOS	5:MOS	4:MOS	4:MOS	4:MOS	4:MOS	3:MOS	3:MOS
EH2_018	SM1_TM1	4:MOS	3:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS
EH2_025	SM1_TM1	5:MOS	5:MOS	3:MOS	4:MOS	3:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	2:MOS	1:MOS	5:MOS	2:MOS	4:MOS	3:MOS	5:MOS	2:MOS	4:MOS	4:MOS
EH2_015	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	2:MOS	1:MOS	3:MOS	3:MOS	4:MOS	3:MOS	3:MOS	1:MOS	3:MOS	4:MOS	4:MOS	3:MOS	3:MOS	4:MOS	2:MOS	2:MOS
EH2_074	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	3:MOS	1:MOS	1:MOS	3:MOS	5:MOS	3:MOS	4:MOS	1:MOS	3:MOS	5:MOS	3:MOS	2:MOS	5:MOS	3:MOS	4:MOS	1:MOS
EH2_041	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	3:MOS	2:MOS	3:MOS	3:MOS	3:MOS	1:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	2:MOS	4:MOS
EH2_073	SM1_TM1	4:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS	1:MOS	2:MOS	4:MOS	3:MOS	1:MOS	4:MOS	2:MOS	3:MOS	1:MOS
EH2_016	SM1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	1:MOS	3:MOS	2:MOS	3:MOS	3:MOS	3:MOS	1:MOS	3:MOS	4:MOS	3:MOS	3:MOS	3:MOS	4:MOS	3:MOS	3:MOS
EH2_057	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	2:MOS	2:MOS	1:MOS	3:MOS	1:MOS	3:MOS	4:MOS	4:MOS	2:MOS	3:MOS	2:MOS	2:MOS	2:MOS
EH2_066	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	4:MOS	1:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	2:MOS	4:MOS	4:MOS	2:MOS	2:MOS	3:MOS	3:MOS	3:MOS	2:MOS
EH2_010	SM1_TM1	4:MOS	5:MOS	3:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS	4:MOS	2:MOS	4:MOS	5:MOS	4:MOS	3:MOS	4:MOS	5:MOS	4:MOS	4:MOS
EH2_020	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	4:MOS	1:MOS	3:MOS	1:MOS	3:MOS	4:MOS	4:MOS	1:MOS	4:MOS	4:MOS	2:MOS	4:MOS	1:MOS	3:MOS	4:MOS	5:MOS
EH2_060	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	4:MOS	1:MOS	3:MOS	2:MOS	3:MOS	3:MOS	4:MOS	1:MOS	3:MOS	3:MOS	4:MOS	2:MOS	5:MOS	3:MOS	3:MOS	4:MOS
EH2_062	SM1_TM1	5:MOS	5:MOS	3:MOS	3:MOS	4:MOS	2:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS	5:MOS	4:MOS	3:MOS	3:MOS	4:MOS	5:MOS	4:MOS	5:MOS
EH2_067	SM1_TM1	5:MOS	5:MOS	2:MOS	5:MOS	5:MOS	2:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	2:MOS	4:MOS	4:MOS	5:MOS	2:MOS	4:MOS	5:MOS	4:MOS	4:MOS
EH2_094	SM1_TM1	5:MOS	5:MOS	3:MOS	3:MOS	3:MOS	1:MOS	3:MOS	4:MOS	3:MOS	3:MOS	4:MOS	1:MOS	3:MOS	5:MOS	4:MOS	3:MOS	5:MOS	4:MOS	2:MOS	2:MOS
EH2_055	SM1_TM1	5:MOS	4:MOS	1:MOS	4:MOS	2:MOS	1:MOS	3:MOS	2:MOS	3:MOS	3:MOS	3:MOS	2:MOS	3:MOS	5:MOS	4:MOS	2:MOS	4:MOS	3:MOS	5:MOS	3:MOS
EH2_070	SM1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	3:MOS	1:MOS	3:MOS	2:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	2:MOS
EH2_092	SM1_TM1	5:MOS	4:MOS	2:MOS	4:MOS	3:MOS	1:MOS	2:MOS	4:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	4:MOS	4:MOS	2:MOS	4:MOS	3:MOS	4:MOS	2:MOS
EH2_064	SM1_TM1	4:MOS	5:MOS	1:MOS	3:MOS	3:MOS	2:MOS	2:MOS	1:MOS	3:MOS	2:MOS	3:MOS	1:MOS	3:MOS	2:MOS	4:MOS	2:MOS	2:MOS	2:MOS	4:MOS	2:MOS
EH2_088	SM1_TM1	4:MOS	1:MOS	2:MOS	5:MOS	3:MOS	4:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	2:MOS	5:MOS	5:MOS	4:MOS	4:MOS	3:MOS	3:MOS	4:MOS	3:MOS
EH2_079	SM1_TM1	5:MOS	4:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	3:MOS	1:MOS	4:MOS	4:MOS	3:MOS	2:MOS	5:MOS	4:MOS	3:MOS	2:MOS
EH2_084	SM1_TM1	5:MOS	4:MOS	3:MOS	4:MOS	4:MOS	1:MOS	3:MOS	5:MOS	4:MOS	2:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	2:MOS
EH2_077	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	3:MOS	1:MOS	2:MOS	2:MOS	4:MOS	3:MOS	4:MOS	1:MOS	3:MOS	5:MOS	3:MOS	2:MOS	3:MOS	4:MOS	3:MOS	4:MOS
EH2_090	SM1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	3:MOS	2:MOS	1:MOS	3:MOS	3:MOS	4:MOS	4:MOS	2:MOS	3:MOS	3:MOS	3:MOS	4:MOS	4:MOS	2:MOS	3:MOS	2:MOS
EH2_081	SM1_TM1	4:MOS	4:MOS	2:MOS	4:MOS	3:MOS	2:MOS	2:MOS	1:MOS	3:MOS	2:MOS	3:MOS	1:MOS	3:MOS	4:MOS	2:MOS	2:MOS	3:MOS	2:MOS	3:MOS	3:MOS
EH2_076	SM1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	2:MOS	1:MOS	2:MOS	2:MOS	3:MOS	4:MOS	4:MOS	1:MOS	4:MOS	3:MOS	5:MOS	2:MOS	5:MOS	4:MOS	4:MOS	3:MOS
EH2_096	SM1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	1:MOS	4:MOS	3:MOS
EH2_044	SM2_TF1	5:MOS	3:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	1:MOS
EH2_009	SM2_TF1	2:MOS	4:MOS	1:MOS	2:MOS	3:MOS	1:MOS	4:MOS	2:MOS	3:MOS	3:MOS	1:MOS	1:MOS	2:MOS	4:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	2:MOS
EH2_043	SM2_TF1	5:MOS	4:MOS	1:MOS	1:MOS	2:MOS	1:MOS	2:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	4:MOS	2:MOS	1:MOS	4:MOS	1:MOS	1:MOS	2:MOS
EH2_085	SM2_TF1	5:MOS	5:MOS	3:MOS	4:MOS	3:MOS	2:MOS	3:MOS	4:MOS	3:MOS	3:MOS	1:MOS	1:MOS	4:MOS	4:MOS	3:MOS	3:MOS	3:MOS	3:MOS	3:MOS	3:MOS
EH2_099	SM2_TF1	2:MOS	4:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS	2:MOS	4:MOS	1:MOS	1:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	1:MOS
EH2_046	SM2_TF1	5:MOS	4:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS	1:MOS	2:MOS	1:MOS	2:MOS	1:MOS	2:MOS	2:MOS
EH2_078	SM2_TF1	4:MOS	5:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	4:MOS	2:MOS	1:MOS
EH2_034	SM2_TF1	5:MOS	4:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	4:MOS	1:MOS	1:MOS	3:MOS	2:MOS	3:MOS	2:MOS	1:MOS	2:MOS	4:MOS	1:MOS
EH2_093	SM2_TF1	5:MOS	4:MOS	2:MOS	2:MOS	3:MOS	1:MOS	3:MOS	1:MOS	3:MOS	2:MOS	2:MOS	1:MOS	3:MOS	1:MOS	2:MOS	1:MOS	3:MOS	3:MOS	2:MOS	3:MOS
EH2_008	SM2_TF1	5:MOS	5:MOS	1:MOS	1:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	4:MOS	1:MOS	1:MOS	4:MOS	3:MOS	2:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS
EH2_032	SM2_TF1	4:MOS	4:MOS	2:MOS	2:MOS	1:MOS	1:MOS	3:MOS	3:MOS	3:MOS	3:MOS	2:MOS	1:MOS	4:MOS	2:MOS	3:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS
EH2_091	SM2_TF1	5:MOS	5:MOS	1:MOS	1:MOS	2:MOS	1:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	1:MOS	4:MOS	1:MOS	2:MOS	1:MOS
EH2_019	SM2_TF1	5:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	3:MOS	1:MOS	3:MOS	3:MOS	2:MOS	1:MOS	2:MOS	3:MOS	4:MOS	1:MOS	2:MOS	4:MOS	1:MOS	2:MOS
EH2_052	SM2_TF1	5:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	1:MOS	3:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS	1:MOS
EH2_097	SM2_TF1	4:MOS	4:MOS	1:MOS	2:MOS	3:MOS	1:MOS	3:MOS	2:MOS	2:MOS	3:MOS	1:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS	3:MOS	2:MOS	2:MOS	3:MOS
